EMP_ID,ANNUAL_RATE,HRLY_RATE,JOB_SATISFACTION,NUMBER_OF_TEAM_CHANGED,HIRE_MONTH,REHIRE,IS_FIRST_JOB,TRAVELLED_REQUIRED,PERFORMANCE_RATING,DISABLED_EMP,DISABLED_VET,EDUCATION_LEVEL,,JOB_GROUP,PREVYR_1,PREVYR_2,PREVYR_3,PREVYR_4,PREVYR_5,STATUS,TERMINATION_YEAR
6342039226,98353,53,5,2,October,FALSE,N,N,2,N,N,LEVEL 3,,Demand Planning,0,0,0,0,0,A,na
5316165669,36471,23,2,1,October,FALSE,N,N,4,N,N,LEVEL 4,,Customer Care,0,0,0,0,0,T,2015
3349518762,46931,33,5,3+,August,FALSE,Y,Y,3,Y,N,LEVEL 2,,Sourcing,0,0,0,0,0,T,2013
5700537587,48626,33,1,1,December,TRUE,N,N,5,N,Y,LEVEL 3,,Sourcing,0,0,0,0,0,T,2012
8746491040,95193,52,4,2,October,FALSE,N,N,2,N,N,LEVEL 2,,Sourcing,0,0,0,0,0,T,2012
8245725373,39796,28,2,1,October,FALSE,N,N,4,N,N,LEVEL 2,,IT Business Applications,0,0,0,0,0,A,na
7432654957,40691,25,1,0,August,FALSE,N,N,4,N,N,LEVEL 1,,IT Governance and Management,0,0,0,0,0,T,2012
3699760963,92213,56,1,0,April,FALSE,N,N,3,N,N,LEVEL 2,,IT Governance and Management,0,0,0,2,0,A,na
7517519189,86952,47,1,1,March,FALSE,N,Y,3,Y,N,LEVEL 5,,IT Governance and Management,0,0,0,0,0,T,2012
2052792967,157035,85,1,0,September,FALSE,N,N,2,N,N,LEVEL 3,,IT Governance and Management,0,0,0,0,0,T,2012
3421534464,49027,30,4,2,March,FALSE,Y,N,1,N,N,LEVEL 1,,Demand Planning,0,0,0,0,0,A,na
6508865962,41820,24,4,3,December,TRUE,N,N,2,N,N,LEVEL 2,,Sourcing,0,0,0,0,0,T,2012
7817752951,53236,36,2,1,March,FALSE,N,Y,1,N,N,LEVEL 4,,Demand Planning,0,0,0,0,0,T,2014
7770246332,110838,62,5,3+,May,FALSE,N,N,5,N,N,LEVEL 1,,Sourcing,0,0,0,0,0,T,2013
4931841858,28014,23,5,3,July,FALSE,N,Y,5,N,Y,LEVEL 1,,Customer Care,0,0,0,0,0,T,2014
7086536965,29397,21,1,0,September,FALSE,N,N,1,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,A,na
7760897597,60724,36,1,0,September,FALSE,N,N,4,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,T,2014
1254079654,20174,16,3,2,March,FALSE,N,Y,3,N,N,LEVEL 4,,Transportation & Warehousing,0,0,0,0,0,T,2009
1950916080,20668,21,4,2,May,FALSE,N,N,3,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
9003055100,21782,15,5,3,June,FALSE,N,N,3,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
6626905511,125702,67,2,0,February,FALSE,N,Y,2,Y,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2017
8802178292,60861,38,5,2,September,FALSE,N,N,3,Y,Y,LEVEL 3,,Customer Care,0,0,0,0,0,A,na
2107965380,26250,23,4,3+,November,FALSE,N,N,5,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2012
6266027842,28147,19,5,2,March,FALSE,N,N,2,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,T,2015
5159792712,26698,18,4,3+,April,FALSE,N,Y,2,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2012
9212598333,70556,42,1,0,May,FALSE,N,N,5,N,Y,LEVEL 4,,Sourcing,0,0,0,0,0,T,2012
9078611331,45625,29,1,0,August,FALSE,N,N,3,Y,Y,LEVEL 5,,Marketing - Direct,0,0,0,0,0,T,2015
6748425073,28219,21,2,1,May,FALSE,N,N,5,N,Y,LEVEL 3,,Customer Care,0,0,0,0,0,T,2014
6669756484,25270,22,5,3,April,TRUE,N,Y,2,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,T,2012
6520097697,26426,19,2,0,May,FALSE,N,N,2,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,T,2013
4632036704,44719,28,5,3,September,FALSE,Y,N,2,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,T,2012
3562381920,50945,28,4,3,August,FALSE,Y,N,5,N,N,LEVEL 1,,Human Resources,0,0,0,0,0,T,2011
4845792527,55207,36,2,1,January,FALSE,N,N,5,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
4502864925,32807,24,1,1,June,FALSE,N,N,3,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
3802014552,33380,23,3,3,May,FALSE,N,N,3,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
5450900058,38185,29,5,2,July,FALSE,N,N,2,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2010
1372617434,29159,19,5,3+,May,FALSE,N,N,5,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,T,2011
5984337981,41806,27,2,0,July,FALSE,N,N,4,N,N,LEVEL 4,,Brand Operations,0,0,0,0,0,T,2009
8689707068,39374,24,3,2,March,FALSE,N,N,1,N,N,LEVEL 2,,Customer Care,0,0,0,0,0,T,2017
3737426252,22505,20,4,2,March,FALSE,N,N,5,N,N,LEVEL 1,,Logistics - Distribution,0,0,0,0,0,T,2009
8876928430,107465,60,5,3+,July,FALSE,Y,N,3,N,N,LEVEL 1,,IT Technologies and Infrstrctr,3,2,2,2,0,A,na
2297237036,53449,32,4,3,December,FALSE,N,N,1,N,Y,LEVEL 3,,Finance,0,0,0,0,0,T,2012
4622978128,33019,21,3,3,July,FALSE,N,N,1,N,N,LEVEL 5,,Physical Flows,0,0,0,0,0,A,na
2660550188,21722,20,5,2,February,FALSE,N,N,2,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
5704176734,36434,25,5,3,November,FALSE,N,N,1,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
8126403340,48946,34,3,3+,September,FALSE,N,N,4,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
9108188362,25392,21,5,3+,October,FALSE,N,N,1,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2014
5577413585,29684,20,2,1,May,FALSE,N,N,4,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,T,2013
2153273970,109900,59,3,3+,September,FALSE,Y,Y,4,N,N,LEVEL 1,,Distribution/Administration,0,0,0,0,0,T,2009
1123995325,28675,24,1,0,January,FALSE,N,N,4,Y,N,LEVEL 5,,Physical Flows,0,0,0,0,0,T,2014
2572121737,33082,23,2,0,December,FALSE,N,N,5,N,N,LEVEL 4,,Customer Care,0,0,0,0,0,T,2017
7640148925,28251,19,2,0,March,FALSE,N,N,2,N,N,LEVEL 4,,Customer Care,0,0,0,0,0,T,2014
7576578405,22589,21,1,0,April,FALSE,N,Y,2,N,N,LEVEL 3,,Logistics - Distribution,0,0,0,0,0,T,2009
7598606833,40869,26,2,1,June,FALSE,N,N,4,N,N,LEVEL 3,,Human Resources,0,0,0,0,0,T,2013
3916201879,28888,19,2,1,June,FALSE,N,N,5,N,N,LEVEL 5,,Physical Flows,0,0,0,0,0,T,2014
4093542668,33149,25,3,3+,July,FALSE,N,N,2,N,N,LEVEL 1,,Quality Assurance,0,0,0,0,0,A,na
1356514566,32416,24,5,3+,July,FALSE,N,N,2,N,Y,LEVEL 3,,Quality Assurance,0,0,0,0,0,A,na
5508036968,31375,20,5,2,December,FALSE,N,Y,4,N,Y,LEVEL 4,,Physical Flows,0,0,0,0,0,A,na
3745018664,34384,22,5,2,September,FALSE,N,N,4,N,N,LEVEL 2,,Physical Flows,0,0,0,0,0,A,na
7597356273,36006,25,2,1,June,FALSE,N,Y,1,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,A,na
7718080423,33346,25,2,0,June,FALSE,N,Y,4,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2017
4272976107,23450,20,2,0,January,FALSE,N,N,1,Y,Y,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2010
6736090674,34040,25,4,3+,July,FALSE,N,Y,3,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
5153891505,25499,17,1,1,August,FALSE,N,N,4,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,T,2010
3457854510,66336,43,4,3,February,FALSE,N,N,2,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2012
7398804292,21723,18,3,3+,March,FALSE,N,N,4,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,T,2012
2866524812,33299,23,4,3,February,FALSE,N,N,3,N,Y,LEVEL 2,,Physical Flows,0,0,0,0,0,A,na
8918741314,32870,21,4,2,April,FALSE,N,Y,3,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
6763967437,32145,21,1,0,April,FALSE,N,N,1,N,N,LEVEL 5,,Physical Flows,0,0,0,0,0,A,na
3658589057,25534,17,1,1,February,FALSE,N,N,5,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,T,2013
2094430842,29403,20,5,2,April,TRUE,N,N,1,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
8920716938,31056,22,5,3+,April,FALSE,N,N,2,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
5142562711,30202,25,1,0,April,FALSE,N,Y,4,N,N,LEVEL 4,,Physical Flows,0,0,0,0,0,A,na
1080756812,88458,48,3,3+,May,FALSE,N,N,5,N,N,LEVEL 3,,IT Governance and Management,0,0,0,3,0,A,na
3301876598,49159,30,5,2,February,FALSE,N,N,1,N,Y,LEVEL 2,,Sourcing,0,0,0,0,0,T,2012
1269890503,28775,20,1,0,February,FALSE,N,N,5,N,Y,LEVEL 1,,Market Supply Logistics,0,0,0,0,0,T,2010
3063315551,32860,23,1,1,June,FALSE,N,N,4,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
1715097730,28612,24,5,3,November,TRUE,N,Y,2,N,N,LEVEL 2,,Customer Care,0,0,0,0,0,T,2012
4601299143,34254,22,2,1,October,FALSE,N,N,3,Y,N,LEVEL 4,,Customer Care,0,0,0,0,0,A,na
1272486257,28537,20,1,1,February,FALSE,N,N,3,Y,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
4278624206,300725,150,5,2,April,FALSE,N,Y,1,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2012
6168905777,25345,18,1,0,November,FALSE,N,N,2,N,Y,LEVEL 3,,Logistics - Distribution,0,0,0,0,0,T,2009
8777109279,32599,24,2,1,November,TRUE,N,N,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
1619120754,23765,17,5,3+,August,FALSE,N,N,1,N,N,LEVEL 4,,Physical Flows,0,0,0,0,0,T,2012
5340529782,47954,32,4,2,May,FALSE,Y,N,3,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,A,na
3887292512,31932,22,5,3,August,FALSE,N,N,2,N,N,LEVEL 2,,Market Supply Logistics,0,0,0,0,0,T,2011
6031648143,33731,24,1,0,March,FALSE,N,Y,2,N,N,LEVEL 5,,Finance,0,0,0,0,0,T,2011
7267928950,35185,23,5,2,February,FALSE,N,N,3,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,A,na
6964063257,30664,23,1,1,January,FALSE,N,N,2,N,N,LEVEL 2,,Physical Flows,0,0,0,0,0,A,na
3784225089,35647,24,2,1,June,FALSE,N,N,4,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,A,na
4239572219,39289,25,2,0,March,FALSE,N,N,4,N,N,LEVEL 2,,Physical Flows,0,0,0,0,0,A,na
2360987641,24881,22,2,1,January,TRUE,N,N,4,N,N,LEVEL 1,,Logistics - Distribution,0,0,0,0,0,T,2009
4238702999,40191,28,1,1,June,FALSE,N,Y,3,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
6101301206,28070,20,4,3,August,FALSE,N,N,5,N,N,LEVEL 3,,Logistics - Distribution,0,0,0,0,0,T,2009
2412794441,33485,22,1,0,February,FALSE,N,N,1,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
9124246669,21072,20,2,0,February,FALSE,N,N,4,N,N,LEVEL 5,,Logistics - Distribution,0,0,0,0,0,T,2009
8411759002,31676,21,3,2,December,FALSE,Y,N,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2013
5747435099,32969,25,1,1,March,FALSE,N,N,2,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
1159678530,38397,24,3,3,October,FALSE,N,N,1,Y,Y,LEVEL 2,,Physical Flows,0,0,0,0,0,A,na
1534488195,58573,35,1,1,September,FALSE,N,N,2,N,N,LEVEL 4,,Physical Flows,0,0,0,0,0,A,na
9024472836,26184,17,3,3+,June,FALSE,N,N,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
1353501781,46961,30,1,1,September,FALSE,N,N,2,N,N,LEVEL 4,,Brand Operations,0,0,0,0,0,T,2008
3415542869,47233,33,1,0,May,FALSE,N,N,1,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,T,2013
9888833087,60679,38,1,1,January,FALSE,N,N,2,N,N,LEVEL 4,,Physical Flows,0,0,0,0,0,T,2014
5909139803,36036,26,2,0,June,FALSE,N,N,4,N,N,LEVEL 4,,Customer Care,0,0,0,0,0,A,na
8513454536,25405,18,3,3,April,TRUE,N,Y,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2010
8090534416,22270,16,4,3,April,FALSE,N,N,5,N,N,LEVEL 1,,Logistics - Distribution,0,0,0,0,0,T,2009
1470105870,96008,53,5,3,October,FALSE,N,N,5,N,N,LEVEL 4,,Physical Flows,0,0,0,0,0,A,na
1757185134,32615,21,5,3+,July,FALSE,N,N,5,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2008
3382481965,38124,24,2,1,May,FALSE,N,Y,1,N,N,LEVEL 4,,Customer Care,0,0,0,0,0,A,na
7466213077,36232,23,2,1,September,TRUE,N,N,5,N,N,LEVEL 1,,Customer Care,0,0,0,0,0,A,na
8310320822,34694,22,3,3,October,FALSE,N,N,5,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2011
3007173748,65372,39,5,3+,January,FALSE,N,N,1,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2012
2437124454,77284,45,5,3,August,FALSE,N,N,1,N,N,LEVEL 1,,Human Resources,3,1,0,0,0,T,2011
4792482059,139233,76,1,1,May,FALSE,N,N,4,N,N,LEVEL 3,,IT Business Applications,2,2,2,2,2,A,na
7351666395,72500,41,1,0,October,FALSE,N,N,4,N,N,LEVEL 3,,Finance,0,2,3,3,0,T,2012
4688441031,85606,48,2,1,May,FALSE,N,N,4,N,N,LEVEL 3,,Package Development,3,3,3,3,3,A,na
3908839660,66720,38,4,3,September,FALSE,N,Y,4,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
4858105180,75544,47,3,3+,June,FALSE,N,N,4,N,N,LEVEL 1,,Integrated Mktg Communications,0,0,0,0,0,T,2009
5123181649,43162,25,2,1,June,FALSE,N,Y,3,N,N,LEVEL 1,,Plant & Facilities Maintenance,0,0,0,0,0,T,2010
6785267074,99055,52,3,3,August,FALSE,N,N,4,N,N,LEVEL 2,,Physical Flows,3,3,3,2,2,A,na
2507965218,91923,50,5,3+,March,FALSE,Y,N,4,N,N,LEVEL 1,,Market Supply Logistics,2,2,2,3,2,T,2016
1502754462,97612,55,5,3,March,FALSE,N,N,4,N,N,LEVEL 3,,Creative Service/Copy,3,0,0,0,0,T,2009
1831290852,92710,53,3,2,July,FALSE,N,Y,2,N,N,LEVEL 2,,Marketing - Direct,0,3,0,0,0,T,2010
5960419605,81821,49,2,0,January,TRUE,N,Y,2,N,N,LEVEL 1,,R&I General Management,3,2,3,0,0,T,2011
4854568168,117964,63,4,2,February,FALSE,N,Y,4,N,N,LEVEL 1,,Marketing - Direct,3,2,2,2,2,T,2014
8788887416,51615,28,5,3+,September,FALSE,N,Y,2,N,N,LEVEL 1,,Industrial Quality,3,3,3,3,3,T,2016
5318597615,350796,171,2,0,April,TRUE,N,N,5,N,N,LEVEL 4,,General Management,0,0,0,0,0,A,na
2781577403,105391,58,2,1,September,TRUE,N,N,3,N,N,LEVEL 3,,Technical Packaging,2,3,0,0,0,T,2011
1183465860,101780,57,4,2,October,FALSE,N,N,5,Y,N,LEVEL 1,,Sourcing,3,3,0,0,0,T,2010
4611649059,242820,123,1,0,March,FALSE,N,N,1,N,N,LEVEL 5,,Sourcing,1,2,2,0,1,A,na
3102624820,170591,91,3,3,August,FALSE,N,N,4,N,N,LEVEL 3,,Finance,0,0,0,0,2,A,na
2627580984,82002,48,5,3,September,FALSE,N,N,4,N,N,LEVEL 2,,Marketing - Direct,2,2,2,2,2,A,na
8847898609,61883,33,1,1,November,FALSE,N,N,2,N,N,LEVEL 1,,Prod Planning & Inventory Ctl,3,0,0,0,0,T,2009
6601179696,125941,68,5,3+,May,FALSE,N,N,2,N,Y,LEVEL 1,,Human Resources,2,2,3,2,1,A,na
9042191728,67395,40,3,3,June,FALSE,Y,N,3,N,N,LEVEL 1,,Human Resources,2,1,2,2,2,A,na
3575789947,72992,44,2,1,May,FALSE,N,N,5,N,N,LEVEL 3,,Human Resources,0,0,0,0,0,T,2010
3236986440,97962,52,4,3,January,FALSE,N,N,5,Y,N,LEVEL 3,,Technical Packaging,3,2,2,2,2,T,2014
8369553896,79441,43,4,2,July,FALSE,N,N,5,N,N,LEVEL 1,,R&I General Management,3,3,3,0,0,T,2011
8299643505,97497,56,2,1,June,FALSE,N,N,2,N,N,LEVEL 4,,IT Digital,2,2,2,2,2,A,na
5228338312,81946,45,3,3+,December,FALSE,Y,N,4,N,N,LEVEL 3,,General Administration,0,0,3,0,0,T,2017
4795078696,96952,55,3,3,January,FALSE,N,N,2,N,N,LEVEL 5,,Marketing - Direct,0,3,3,0,0,T,2011
8525286051,104487,58,2,1,March,FALSE,N,N,3,N,N,LEVEL 1,,Demand Planning,3,3,3,3,2,T,2015
2132392579,132910,69,2,1,November,FALSE,N,N,3,N,N,LEVEL 1,,R&I Development/Pre-Develpmnt,3,3,2,3,2,A,na
5507163266,86835,47,3,3,January,FALSE,N,N,3,N,N,LEVEL 2,,Finance,1,2,0,0,0,T,2011
8126413253,68959,40,1,0,March,FALSE,N,N,1,N,N,LEVEL 1,,Marketing - Direct,0,0,0,0,0,T,2009
5791623983,206927,107,1,1,March,FALSE,N,N,2,N,N,LEVEL 3,,Marketing - Direct,0,0,0,0,0,T,2006
2642789110,186272,96,5,3,June,TRUE,N,N,1,N,N,LEVEL 3,,Market Research,0,0,2,2,0,T,2011
5233976676,84889,46,4,3,April,FALSE,N,Y,2,N,N,LEVEL 4,,Creative Service/Copy,0,0,0,0,0,T,2005
3636017138,250819,127,4,3,February,FALSE,N,N,4,N,N,LEVEL 3,,R&I Development/Pre-Develpmnt,2,0,0,0,0,A,na
6234884391,237871,122,1,1,July,FALSE,N,N,4,N,Y,LEVEL 1,,Creative Service/Copy,2,2,2,2,1,A,na
1022663495,231834,116,1,0,May,FALSE,N,N,3,N,N,LEVEL 5,,Human Resources,0,0,1,2,2,A,na
5671414431,89808,47,2,0,September,FALSE,N,N,3,N,Y,LEVEL 2,,Quality Assurance,0,4,2,3,0,T,2011
2957341412,114601,63,3,3+,August,FALSE,Y,Y,5,N,N,LEVEL 1,,Accounting,3,3,3,3,3,A,na
8302168207,267220,132,1,0,July,FALSE,N,N,1,N,N,LEVEL 3,,Technical Packaging,2,2,2,2,2,A,na
1017006566,202782,107,3,2,November,FALSE,N,N,1,N,N,LEVEL 1,,R&I General Management,3,3,3,3,3,A,na
2541247180,125775,69,5,2,October,TRUE,N,Y,5,N,Y,LEVEL 1,,Finance,0,0,0,0,0,T,2005
6108522388,90696,47,3,3,January,FALSE,N,N,2,N,N,LEVEL 5,,Accounting,3,3,3,3,3,A,na
1470685498,420776,207,5,3,March,FALSE,Y,N,5,N,N,LEVEL 1,,General Management,1,1,2,2,2,A,na
2654626343,268158,136,1,1,June,FALSE,N,N,4,Y,N,LEVEL 4,,Supply Chain Administration,2,2,3,3,3,A,na
1462109178,215539,113,3,3+,July,FALSE,N,N,1,Y,N,LEVEL 1,,eCommerce,2,2,3,0,0,A,na
6672688324,125795,64,3,3,May,FALSE,Y,N,1,N,N,LEVEL 1,,Regulatory Affairs,3,3,3,3,3,A,na
5223856332,410604,201,5,2,January,FALSE,N,Y,3,N,N,LEVEL 3,,General Management,0,0,0,0,0,T,2017
3238940508,580857,286,5,3,December,FALSE,N,N,5,N,N,LEVEL 1,,General Management,0,0,0,0,0,T,2005
5279198688,52189,31,5,2,November,FALSE,Y,N,2,N,N,LEVEL 1,,Plant & Facilities Maintenance,0,0,0,0,0,T,2008
5929569125,79070,44,2,0,June,FALSE,N,Y,1,N,N,LEVEL 3,,Accounting,3,3,2,3,0,T,2012
8600486180,77245,42,4,3,July,FALSE,N,N,5,N,N,LEVEL 3,,Production & Operations,1,1,2,2,3,T,2014
8355178010,152859,80,5,3+,January,FALSE,Y,N,5,N,N,LEVEL 1,,Marketing - Direct,0,2,2,0,0,T,2016
2534147295,130541,67,2,0,June,FALSE,N,Y,5,N,N,LEVEL 4,,Marketing - Global,1,2,0,0,0,T,2011
3302286722,87814,47,5,2,August,FALSE,N,Y,5,N,N,LEVEL 2,,Technical Packaging,3,0,0,0,0,T,2010
2293292723,190685,97,1,0,September,FALSE,N,N,4,Y,N,LEVEL 1,,Marketing - Direct,2,0,0,0,0,A,na
2074467981,100533,57,1,0,December,FALSE,N,N,4,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2009
6167243106,57219,36,3,2,October,FALSE,N,N,4,N,N,LEVEL 1,,R&I General Management,3,2,2,3,0,T,2013
2992689437,91811,53,1,0,August,FALSE,N,N,5,N,Y,LEVEL 3,,Analytical/Microbiology,2,2,2,1,2,A,na
1952604025,181359,94,1,1,October,TRUE,N,N,5,N,N,LEVEL 1,,Human Resources,2,2,2,1,2,A,na
2918929163,130449,69,2,1,April,FALSE,N,N,3,N,N,LEVEL 4,,Package Development,2,2,2,2,1,A,na
5796490822,71448,41,3,3,March,FALSE,N,N,3,N,N,LEVEL 3,,Finance,3,0,0,0,0,T,2010
6018285406,88971,51,3,3+,November,FALSE,N,N,4,Y,Y,LEVEL 3,,Market Supply Logistics,3,3,0,0,0,T,2011
5705704955,53809,34,2,1,March,FALSE,N,Y,1,N,N,LEVEL 3,,R&I General Management,3,3,2,3,2,T,2015
8742579346,46473,31,4,3+,February,FALSE,N,N,2,N,N,LEVEL 3,,R&I Evaluation,3,3,2,3,2,A,na
2285984671,74859,46,1,1,August,FALSE,N,Y,1,N,N,LEVEL 1,,Accounting,3,3,3,3,3,A,na
4145421897,150765,76,2,0,July,FALSE,N,Y,4,N,N,LEVEL 4,,Marketing - Direct,3,0,0,0,0,T,2010
2230061776,80836,44,4,3+,February,FALSE,N,N,4,N,N,LEVEL 3,,Manufacturing Supply Chain,2,2,2,2,2,T,2015
7580244943,51376,31,1,1,February,FALSE,N,N,2,N,N,LEVEL 4,,Industrial Quality,3,3,3,3,0,T,2017
2334573433,127175,68,1,0,February,TRUE,N,Y,5,N,N,LEVEL 3,,Marketing - Direct,2,1,2,0,0,T,2012
6970446529,69735,44,1,1,April,FALSE,N,N,2,N,N,LEVEL 1,,R&I Development/Pre-Develpmnt,2,3,2,3,3,A,na
6435894982,76629,43,5,3+,September,FALSE,N,N,5,N,N,LEVEL 3,,Analytical/Microbiology,4,3,3,2,2,T,2016
8778546343,215649,112,1,0,May,TRUE,N,N,4,N,Y,LEVEL 3,,Supply Chain Administration,0,0,0,0,0,A,na
3458646433,56887,32,1,0,September,FALSE,N,N,2,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2009
2078440828,67316,41,3,2,August,FALSE,N,N,3,N,N,LEVEL 3,,R&I Development/Pre-Develpmnt,3,2,3,2,3,A,na
3117470639,66440,41,2,1,September,FALSE,N,N,5,N,Y,LEVEL 5,,Finance,3,0,0,0,0,T,2010
6785857304,180730,96,3,3+,November,FALSE,N,N,5,N,N,LEVEL 1,,Creative Service/Copy,2,2,2,2,2,A,na
1424351014,57595,38,3,3,June,TRUE,Y,N,4,N,N,LEVEL 2,,Marketing Support/Services,0,0,0,0,0,T,2009
7048533160,60539,38,5,3+,May,TRUE,N,Y,3,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,T,2009
5801323079,57557,36,2,1,January,FALSE,N,N,1,N,N,LEVEL 4,,R&I General Management,2,2,3,2,0,T,2013
8313121280,85637,50,5,3,May,TRUE,N,N,2,N,N,LEVEL 2,,R&I Development/Pre-Develpmnt,2,3,3,2,2,A,na
9098592964,100721,53,3,3,November,FALSE,N,N,3,N,Y,LEVEL 5,,R&I Evaluation,2,3,2,2,1,A,na
9183851604,138997,73,3,3,November,FALSE,N,N,5,N,N,LEVEL 1,,Market Supply Logistics,2,0,0,0,0,T,2010
7356015644,122918,63,5,3+,January,FALSE,Y,N,3,N,N,LEVEL 1,,IT Business Applications,3,2,2,0,2,T,2015
2011202317,53074,33,2,1,September,FALSE,N,N,4,N,N,LEVEL 1,,R&I General Management,2,2,2,0,0,T,2012
2294627882,51906,31,4,3+,February,FALSE,N,N,3,N,N,LEVEL 3,,R&I General Management,3,0,0,0,0,T,2010
3962415972,61851,34,5,3,July,FALSE,N,N,2,Y,N,LEVEL 1,,R&I General Management,3,4,3,2,2,T,2015
3248823204,85206,50,4,3+,March,FALSE,N,N,4,N,N,LEVEL 4,,Human Resources,2,0,0,0,0,T,2010
8139521859,315838,157,2,0,July,FALSE,N,N,4,N,N,LEVEL 1,,General Management,0,0,0,0,2,A,na
8938602413,192838,97,1,1,October,FALSE,N,N,3,N,N,LEVEL 4,,Marketing - Global,3,3,3,1,0,A,na
3479950455,89856,51,2,0,January,FALSE,N,N,4,N,N,LEVEL 3,,Marketing - Direct,3,0,0,0,0,T,2010
4022882199,63192,39,2,0,September,FALSE,N,N,4,N,N,LEVEL 3,,Finance,3,0,0,0,0,T,2010
6299209997,103042,55,1,0,March,FALSE,N,N,1,N,N,LEVEL 1,,General Administration,2,2,2,2,2,A,na
9179141934,81113,47,4,3+,February,FALSE,N,N,4,N,N,LEVEL 1,,Production & Operations,4,0,0,0,0,T,2010
7997434111,30847,20,1,0,May,FALSE,N,N,5,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,T,2014
4647414079,29035,23,2,1,September,FALSE,N,N,3,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,T,2012
9113795288,38412,27,4,3+,May,FALSE,N,N,3,Y,N,LEVEL 4,,Physical Flows,0,3,0,0,0,A,na
4956258718,169065,91,3,3+,October,FALSE,N,N,2,N,N,LEVEL 2,,Human Resources,3,2,2,2,2,A,na
4428395944,92223,50,5,2,April,FALSE,N,Y,3,Y,N,LEVEL 3,,Engineering,2,3,3,0,0,T,2012
5800903713,175633,89,2,1,July,FALSE,N,N,2,N,N,LEVEL 1,,Package Development,2,2,2,2,1,A,na
3698759501,53191,30,1,1,April,FALSE,N,N,3,Y,N,LEVEL 3,,Industrial Quality,3,3,3,3,0,T,2013
9189083740,152573,82,4,2,May,FALSE,N,Y,5,N,N,LEVEL 1,,Marketing - Direct,3,0,0,0,0,A,na
2825032116,145974,74,5,3,December,FALSE,N,Y,2,N,N,LEVEL 3,,Marketing - Direct,0,2,3,0,0,T,2013
5100873881,86746,46,2,1,February,FALSE,N,N,3,N,N,LEVEL 3,,Sourcing,2,2,2,2,2,T,2015
3999355035,80853,44,2,0,November,FALSE,N,Y,5,N,N,LEVEL 3,,Sourcing,2,4,3,3,3,T,2016
